degree,specialization,academic_score,marks_10th,marks_12th,skills,experience_years,role
B.Tech,Computer Science,7.31,77.9,87.4,"React, HTML, Angular",1,Frontend Developer
MBA,Finance,8.12,90.3,71.3,"Tally, Accounting, GST, Auditing, Advanced Excel, Finance",9,Accountant
MBA,Finance,8.02,70.3,94.0,"Market Research, Data Visualization, SQL, Power BI, Process Improvement, Tableau",1,Business Analyst
B.Tech,Computer Science,6.88,95.3,75.0,"Deep Learning, Scikit-Learn, Machine Learning, Python",4,Data Scientist
B.Tech,Finance,8.53,96.5,83.4,"Market Research, Stakeholder Management, Scrum",6,Product Manager
BCA,Information Technology,8.96,68.9,95.0,"TypeScript, JavaScript, Next.js",9,Frontend Developer
M.Com,Finance,9.57,71.0,85.1,"GST, Advanced Excel, Tally, Accounting",5,Accountant
BA,CS,7.83,77.8,82.9,"Adobe XD, Wireframing, Prototyping, Figma, UI/UX, Design Systems, User Testing",10,UX Designer
B.Sc,Design,9.22,92.0,82.6,"TypeScript, Angular, CSS, HTML",5,Frontend Developer
M.Sc,Data Science,6.39,88.2,93.4,"Pandas, Scikit-Learn, NumPy, SQL",9,Data Scientist
B.Tech,Computer Science,9.54,67.2,88.7,"Deep Learning, Data Analysis, NumPy, Machine Learning",7,Data Scientist
BA,CS,8.35,83.3,88.5,"Prototyping, UI/UX, Design Systems, Wireframing, User Testing, Figma",5,UX Designer
BBA,Human Resources,6.53,93.4,68.3,"Communication, Onboarding, Recruiting, Employee Relations",1,HR Manager
BBA,Business Administration,7.28,66.7,93.1,"Communication, Recruiting, Employee Relations, Talent Acquisition, Onboarding",0,HR Manager
B.Sc,Design,7.17,80.6,90.2,"Vue, Tailwind, React",10,Frontend Developer
B.Tech,Design,6.45,84.2,88.2,"Prototyping, User Testing, Wireframing, Figma, UI/UX",9,UX Designer
BBA,Economics,7.86,82.6,72.3,"Social Media, Content Strategy, SEO, Copywriting, Google Analytics",1,Marketing Specialist
MBA,Business Administration,9.14,82.2,84.8,"Recruiting, Employee Relations, Communication",7,HR Manager
PhD,Artificial Intelligence,8.06,71.5,74.4,"TensorFlow, Data Analysis, NLP, Machine Learning, NumPy, Statistics, SQL",8,Data Scientist
MCA,Information Technology,7.24,86.8,95.6,"Node.js, REST APIs, Java, FastAPI, SQL, Django, PostgreSQL, GraphQL",4,Backend Developer
MBA,Marketing,7.11,93.7,81.4,"Social Media, SEO, Digital Marketing, Content Strategy, Google Analytics, Copywriting",8,Marketing Specialist
B.Com,Marketing,9.09,69.5,85.0,"Google Analytics, Social Media, SEO, Content Strategy, Copywriting, Digital Marketing",4,Marketing Specialist
BCA,Information Technology,6.18,84.7,76.2,"Python, Django, FastAPI, PostgreSQL, Docker",3,Backend Developer
B.Com,Accounting,8.52,74.6,74.5,"Auditing, GST, Tally, Accounting, Finance, Advanced Excel",10,Accountant
MCA,Information Technology,6.65,95.1,77.2,"Linux, Jenkins, Kubernetes, CI/CD, Terraform, Docker, AWS",15,DevOps Engineer
BA,Communications,6.68,67.4,89.6,"Social Media, Digital Marketing, Content Strategy, Copywriting, SEO, Google Analytics",7,Marketing Specialist
BA,Human Resources,9.42,80.3,95.6,"Onboarding, Employee Relations, Communication, Talent Acquisition",12,HR Manager
MBA,Finance,7.89,93.8,82.3,"GST, Accounting, Auditing, Finance, Tally",9,Accountant
B.Tech,Computer Science,6.43,67.7,73.1,"Python, Java, Rust, Algorithms, System Design, C#, Git, Data Structures",7,Software Engineer
MBA,Business Administration,7.69,84.0,77.2,"Communication, Recruiting, Talent Acquisition, Onboarding, Employee Relations",9,HR Manager
BCA,Computer Science,8.87,80.3,89.7,"REST APIs, Node.js, FastAPI, Python",12,Backend Developer
MBA,Business Administration,8.83,69.0,73.0,"Process Improvement, SQL, Data Visualization, Power BI",2,Business Analyst
M.Tech,Computer Science,8.46,75.4,69.0,"NumPy, Statistics, Pandas, Data Analysis",7,Data Scientist
PhD,Data Science,7.08,67.0,69.5,"TensorFlow, Scikit-Learn, NLP, Machine Learning, Deep Learning, Pandas, Python, NumPy",3,Data Scientist
BBA,Economics,6.78,90.0,69.6,"Digital Marketing, Social Media, Google Analytics",7,Marketing Specialist
BCA,AI,6.92,85.4,88.2,"Go, System Design, Python, C++, C#",10,Software Engineer
B.Sc,Information Technology,8.53,67.8,76.0,"Angular, Vue, React",6,Frontend Developer
MCA,Information Technology,6.94,96.6,85.2,"Java, REST APIs, Django, Node.js, Python, SQL, FastAPI",3,Backend Developer
MBA,Business Administration,9.79,86.5,78.5,"Employee Relations, Talent Acquisition, Recruiting, Onboarding, Communication",15,HR Manager
B.Tech,Design,6.13,68.5,98.0,"Figma, Prototyping, Wireframing, User Testing, Design Systems, UI/UX, Adobe XD",7,UX Designer
BCA,Information Technology,6.14,87.1,83.0,"Vue, TypeScript, Tailwind, JavaScript, HTML, Angular, Next.js",2,Frontend Developer
BBA,Marketing,6.51,93.3,93.8,"Content Strategy, Google Analytics, Social Media, SEO, Copywriting",4,Marketing Specialist
MBA,Information Technology,9.02,95.6,84.0,"SQL, Data Visualization, Tableau, Power BI, Process Improvement",13,Business Analyst
M.Sc,Artificial Intelligence,8.04,93.3,96.0,"Pandas, NumPy, Python, Data Analysis, Machine Learning, NLP",8,Data Scientist
BA,Economics,6.52,81.2,80.0,"SEO, Content Strategy, Digital Marketing, Google Analytics, Social Media",3,Marketing Specialist
M.Sc,Computer Science,6.77,96.3,84.5,"Machine Learning, NLP, Deep Learning, Pandas, TensorFlow, Scikit-Learn, Python",12,Data Scientist
MBA,Business Administration,9.65,72.3,72.7,"Communication, Talent Acquisition, Employee Relations, Onboarding",5,HR Manager
B.Com,Marketing,8.37,68.7,96.4,"SEO, Content Strategy, Copywriting, Digital Marketing, Google Analytics",3,Marketing Specialist
BA,Business Administration,6.51,73.7,70.5,"Employee Relations, Communication, Talent Acquisition",0,HR Manager
B.Tech,Electronics,8.75,76.8,80.2,"Jenkins, Docker, AWS, Linux",0,DevOps Engineer
MCA,Computer Science,8.62,92.7,74.0,"AWS, Terraform, CI/CD",4,DevOps Engineer
BBA,Marketing,8.36,88.6,75.2,"Stakeholder Management, Product Strategy, Roadmapping, Jira",10,Product Manager
MBA,Marketing,9.29,84.0,71.8,"Market Research, Roadmapping, Product Strategy, Stakeholder Management, Jira, Agile, Scrum",6,Product Manager
M.Tech,Information Technology,9.16,87.9,87.2,"C#, Algorithms, Java, Rust",7,Software Engineer
B.Tech,AI,6.38,77.6,66.7,"Java, Rust, Python, C#, Git, Algorithms, Data Structures",0,Software Engineer
B.Tech,Marketing,6.12,76.1,91.1,"Jira, Stakeholder Management, Agile, Roadmapping, Market Research, Scrum",6,Product Manager
MCA,Computer Science,7.81,75.3,67.0,"REST APIs, SQL, GraphQL, Python, Docker, Java, Django",4,Backend Developer
BBA,Finance,8.34,68.0,89.8,"Roadmapping, Market Research, Agile",0,Product Manager
MBA,Business Administration,9.09,83.7,89.5,"Data Visualization, Process Improvement, Tableau, Power BI",15,Business Analyst
M.Tech,Information Technology,9.13,75.4,95.4,"C#, C++, Java, System Design",5,Software Engineer
B.Tech,Information Technology,9.07,96.8,80.6,"Django, Java, PostgreSQL",0,Backend Developer
BA,Economics,8.89,74.7,91.0,"Google Analytics, SEO, Content Strategy, Social Media",2,Marketing Specialist
BBA,Business Administration,6.55,71.0,95.1,"Jira, Market Research, Roadmapping",4,Product Manager
BCA,AI,8.34,71.9,71.0,"Java, Algorithms, Go, Data Structures, Python, System Design, C++, Git",10,Software Engineer
MBA,Finance,7.55,86.5,84.9,"Tableau, Process Improvement, SQL",12,Business Analyst
MBA,Human Resources,7.45,69.3,68.5,"Onboarding, Communication, Talent Acquisition, Employee Relations, Recruiting",2,HR Manager
B.Tech,Computer Science,6.97,83.3,91.1,"Next.js, TypeScript, Tailwind, Angular, JavaScript, React",8,Frontend Developer
MBA,Business Administration,7.9,73.9,80.1,"SQL, Process Improvement, Data Visualization, Market Research",9,Business Analyst
Diploma,CS,6.33,74.9,66.7,"Figma, User Testing, Design Systems, Adobe XD, UI/UX, Wireframing, Prototyping",9,UX Designer
MBA,Business Administration,8.05,81.8,73.9,"Employee Relations, Communication, Talent Acquisition, Recruiting, Onboarding",9,HR Manager
MBA,Business Administration,8.71,65.3,67.2,"Product Strategy, Market Research, Scrum, Stakeholder Management, Agile, Roadmapping, Jira",4,Product Manager
BBA,Marketing,6.23,65.6,82.1,"Digital Marketing, SEO, Content Strategy, Social Media, Copywriting",3,Marketing Specialist
M.Tech,Electronics,6.01,82.2,90.3,"CI/CD, Docker, Linux, AWS, Kubernetes, Jenkins",2,DevOps Engineer
MCA,Computer Science,9.12,69.6,81.3,"Java, Rust, C++, Python, Algorithms, Git",12,Software Engineer
MBA,Finance,7.14,97.6,96.4,"Auditing, Finance, Accounting, Tally, Advanced Excel, GST",7,Accountant
BA,Economics,9.1,97.1,82.0,"SEO, Copywriting, Social Media, Digital Marketing",10,Marketing Specialist
BA,Information Technology,9.62,67.7,68.2,"Figma, Adobe XD, UI/UX",1,UX Designer
B.Tech,Design,9.66,75.2,97.1,"Next.js, Angular, Tailwind, JavaScript, TypeScript, CSS, Vue",3,Frontend Developer
MBA,Information Technology,7.23,72.9,78.6,"Data Visualization, Power BI, Tableau",8,Business Analyst
Diploma,Design,7.68,88.6,68.2,"Vue, Next.js, Tailwind, Angular, JavaScript, React, CSS",8,Frontend Developer
BBA,Finance,8.48,81.9,84.7,"Roadmapping, Agile, Product Strategy, Stakeholder Management, Scrum, Market Research, Jira",12,Product Manager
B.Tech,Computer Science,7.89,87.7,94.9,"Docker, AWS, Linux, Kubernetes, CI/CD, Terraform",7,DevOps Engineer
B.Tech,CS,7.31,80.0,65.3,"Prototyping, Wireframing, UI/UX, User Testing",1,UX Designer
B.Tech,Business Administration,9.57,85.7,90.9,"Agile, Product Strategy, Scrum, Roadmapping, Jira, Market Research, Stakeholder Management",5,Product Manager
B.Tech,Information Technology,7.01,78.5,66.8,"TypeScript, CSS, HTML, Next.js, React, Tailwind, Angular, JavaScript",2,Frontend Developer
MBA,Human Resources,9.74,69.2,89.3,"Recruiting, Communication, Talent Acquisition, Onboarding, Employee Relations",7,HR Manager
MCA,Computer Science,7.89,79.2,89.8,"Java, Algorithms, Data Structures, Rust",14,Software Engineer
MCA,Information Technology,9.24,74.9,92.2,"AWS, Kubernetes, Docker, Linux, CI/CD, Terraform, Jenkins",2,DevOps Engineer
B.Com,Finance,8.83,85.7,71.8,"Accounting, GST, Advanced Excel, Finance",11,Accountant
MCA,Computer Science,7.87,78.5,70.6,"Docker, Kubernetes, Linux, CI/CD, AWS",13,DevOps Engineer
BCA,Information Technology,9.08,95.9,95.8,"C#, System Design, Git, Java, Algorithms, Python, Data Structures, Rust",12,Software Engineer
MCA,Computer Science,8.07,81.9,92.9,"Node.js, Django, Docker, GraphQL, PostgreSQL",10,Backend Developer
MCA,Information Technology,6.23,71.9,65.5,"Terraform, Docker, Linux",15,DevOps Engineer
MCA,AI,9.08,75.2,75.1,"Git, Algorithms, C#, C++, System Design, Rust, Go",15,Software Engineer
MCA,Computer Science,8.3,89.8,70.4,"Node.js, REST APIs, GraphQL, MongoDB",10,Backend Developer
MBA,Marketing,8.94,83.0,67.7,"Jira, Scrum, Stakeholder Management, Roadmapping, Market Research, Product Strategy, Agile",8,Product Manager
B.Sc,CS,7.9,93.5,91.6,"UI/UX, Wireframing, Design Systems, Adobe XD, Prototyping, User Testing",11,UX Designer
MCA,AI,7.32,68.2,68.3,"Go, Java, System Design, Python, C#, Rust",3,Software Engineer
BCA,Information Technology,6.71,93.5,68.9,"Python, Algorithms, C++, System Design, Data Structures",6,Software Engineer
MCA,Computer Science,6.2,66.9,70.4,"TensorFlow, Deep Learning, Python, SQL, Statistics, Machine Learning, NLP, NumPy",4,Data Scientist
M.Tech,AI,6.8,95.3,80.7,"Rust, Java, C++, Go, C#, System Design, Algorithms",4,Software Engineer
M.Tech,AI,6.17,89.7,94.2,"Rust, Git, System Design",7,Software Engineer
BBA,Finance,9.12,75.8,77.0,"Product Strategy, Roadmapping, Stakeholder Management, Scrum, Jira, Agile, Market Research",0,Product Manager
BBA,Business Administration,8.01,88.3,65.7,"SQL, Power BI, Tableau, Process Improvement",2,Business Analyst
BA,Business Administration,8.72,80.4,96.2,"Recruiting, Talent Acquisition, Communication, Employee Relations, Onboarding",1,HR Manager
B.Tech,Computer Science,8.41,77.7,80.9,"Docker, Java, Django, SQL, REST APIs, MongoDB, GraphQL",12,Backend Developer
BCA,Information Technology,9.28,94.7,65.2,"Python, Java, Git, Rust, Algorithms",12,Software Engineer
M.Tech,Computer Science,6.06,86.5,87.1,"Terraform, Jenkins, Linux, Kubernetes, Docker, CI/CD, AWS",4,DevOps Engineer
MBA,Marketing,9.0,77.7,87.1,"Agile, Roadmapping, Market Research, Jira",9,Product Manager
Diploma,Information Technology,7.66,87.8,73.1,"Tailwind, HTML, React, TypeScript, JavaScript, Next.js",5,Frontend Developer
MBA,Marketing,9.4,92.2,77.8,"Jira, Roadmapping, Market Research",8,Product Manager
M.Tech,Data Science,9.22,88.2,87.9,"Python, TensorFlow, Pandas, Data Analysis, Statistics",9,Data Scientist
BA,Information Technology,7.15,68.5,79.0,"Design Systems, Wireframing, User Testing, Figma, Prototyping, Adobe XD, UI/UX",12,UX Designer
B.Tech,Information Technology,9.46,77.4,88.7,"Java, C#, C++, Go",12,Software Engineer
BBA,Business Administration,7.18,68.0,65.1,"Employee Relations, Communication, Onboarding, Talent Acquisition, Recruiting",0,HR Manager
MCA,Information Technology,9.25,69.0,80.6,"Algorithms, C#, Git, Rust, System Design, Python",6,Software Engineer
B.Tech,Computer Science,8.25,90.2,81.4,"CSS, Tailwind, React, JavaScript, HTML, Next.js, Vue",1,Frontend Developer
B.Sc,Information Technology,9.09,80.2,72.5,"TypeScript, HTML, Next.js, Angular",6,Frontend Developer
M.Tech,Artificial Intelligence,7.76,69.7,76.8,"Deep Learning, Scikit-Learn, Pandas, NLP, Statistics",2,Data Scientist
M.Sc,Data Science,7.37,91.6,89.9,"TensorFlow, Statistics, Machine Learning",7,Data Scientist
BA,Human Resources,7.17,72.5,65.5,"Recruiting, Employee Relations, Communication, Talent Acquisition, Onboarding",2,HR Manager
BA,Marketing,7.46,70.3,70.7,"Social Media, Digital Marketing, Google Analytics, Copywriting, SEO",4,Marketing Specialist
BCA,Computer Science,7.58,73.3,65.3,"Java, PostgreSQL, Django, MongoDB, Python, SQL",10,Backend Developer
MCA,Computer Science,9.67,78.2,78.8,"Node.js, SQL, REST APIs, Django, PostgreSQL, MongoDB",6,Backend Developer
B.Com,Accounting,9.4,87.9,91.3,"Advanced Excel, Finance, Auditing, GST, Accounting, Tally",8,Accountant
BBA,Human Resources,6.99,76.4,65.8,"Recruiting, Onboarding, Employee Relations, Communication",8,HR Manager
B.Com,Finance,8.27,79.8,96.4,"Finance, Advanced Excel, Accounting, Tally",12,Accountant
MCA,Data Science,7.9,76.2,73.4,"NLP, Scikit-Learn, Deep Learning, Statistics, Python, NumPy, SQL, Pandas",14,Data Scientist
B.Tech,Computer Science,7.73,71.8,67.0,"Algorithms, C#, Go, Python, C++, System Design, Data Structures",2,Software Engineer
B.Tech,Business Administration,7.62,69.0,81.2,"Roadmapping, Stakeholder Management, Jira, Market Research, Agile, Scrum",6,Product Manager
MBA,Marketing,7.1,92.6,78.3,"Product Strategy, Stakeholder Management, Scrum, Roadmapping",4,Product Manager
MCA,Data Science,6.79,93.3,70.9,"Deep Learning, NumPy, Python",15,Data Scientist
B.Tech,Marketing,7.02,92.4,67.0,"Stakeholder Management, Product Strategy, Roadmapping, Jira, Agile, Market Research, Scrum",8,Product Manager
B.Tech,Artificial Intelligence,9.37,66.3,76.3,"Python, SQL, Machine Learning, Deep Learning, TensorFlow, NumPy",0,Data Scientist
MCA,Computer Science,6.7,95.3,77.4,"SQL, Data Analysis, Deep Learning, Statistics",14,Data Scientist
M.Tech,Computer Science,9.64,66.1,78.1,"Algorithms, Git, System Design, C++, Rust, Java, Go",5,Software Engineer
M.Tech,Artificial Intelligence,8.81,72.4,80.2,"NumPy, TensorFlow, Scikit-Learn, Machine Learning, NLP, Pandas, Statistics",13,Data Scientist
BBA,Communications,9.12,72.3,86.5,"Content Strategy, Social Media, SEO",4,Marketing Specialist
M.Com,Accounting,8.45,92.2,80.0,"Advanced Excel, Auditing, Finance, Tally",2,Accountant
BA,Business Administration,7.72,65.0,93.4,"Employee Relations, Talent Acquisition, Communication, Onboarding, Recruiting",6,HR Manager
B.Tech,Information Technology,8.53,95.4,83.6,"CI/CD, Kubernetes, Jenkins, AWS, Linux, Terraform, Docker",2,DevOps Engineer
B.Com,Accounting,8.35,74.2,82.9,"Accounting, GST, Finance, Auditing",0,Accountant
B.Com,Accounting,6.66,96.6,73.1,"GST, Tally, Finance, Accounting",1,Accountant
M.Tech,Artificial Intelligence,7.08,91.3,87.5,"Scikit-Learn, NLP, Python, Machine Learning, Pandas, NumPy, Statistics, Data Analysis",4,Data Scientist
M.Tech,Computer Science,9.49,84.5,69.4,"SQL, FastAPI, Django, Java, Docker, Node.js, PostgreSQL",9,Backend Developer
MCA,Computer Science,6.61,84.1,79.7,"TensorFlow, SQL, Machine Learning, Data Analysis, Deep Learning, Statistics, Scikit-Learn, Python",13,Data Scientist
M.Com,Finance,6.92,81.4,71.5,"Finance, Auditing, Tally, Accounting, GST, Advanced Excel",7,Accountant
BA,Communications,6.69,90.6,73.9,"Digital Marketing, Content Strategy, SEO, Google Analytics, Social Media",1,Marketing Specialist
B.Com,Finance,7.7,88.2,68.3,"Finance, Accounting, Tally, Auditing, Advanced Excel",5,Accountant
Diploma,Design,6.96,68.4,94.9,"Design Systems, Wireframing, Prototyping, Adobe XD, Figma, UI/UX",11,UX Designer
PhD,Artificial Intelligence,6.02,84.6,86.8,"Statistics, SQL, Python",8,Data Scientist
MCA,Computer Science,7.34,72.6,76.0,"AWS, Docker, Terraform, Jenkins, CI/CD",6,DevOps Engineer
MCA,Computer Science,9.49,80.2,69.6,"C#, C++, Go, Rust, Git, Java, Python, Data Structures",10,Software Engineer
BBA,Finance,8.39,87.3,88.1,"Scrum, Agile, Jira, Roadmapping, Stakeholder Management, Market Research, Product Strategy",8,Product Manager
BCA,AI,7.87,79.2,85.9,"Algorithms, Go, Git",9,Software Engineer
BA,Design,7.35,76.8,85.4,"User Testing, Design Systems, Adobe XD, Prototyping",0,UX Designer
BBA,Marketing,8.42,90.9,76.9,"Product Strategy, Jira, Scrum, Market Research, Agile, Roadmapping, Stakeholder Management",8,Product Manager
MBA,Human Resources,6.07,81.8,78.1,"Talent Acquisition, Communication, Recruiting, Employee Relations, Onboarding",11,HR Manager
B.Com,Finance,6.64,70.2,71.1,"Tally, GST, Finance, Accounting, Auditing",5,Accountant
B.Tech,Computer Science,7.7,83.2,71.2,"Scikit-Learn, Deep Learning, Data Analysis, Pandas",12,Data Scientist
B.Tech,Electronics,6.93,74.0,74.5,"AWS, Docker, Terraform",9,DevOps Engineer
B.Tech,Business Administration,7.5,92.4,79.6,"Product Strategy, Jira, Market Research",2,Product Manager
BCA,Computer Science,6.7,80.7,74.4,"REST APIs, Python, FastAPI, GraphQL, Node.js",0,Backend Developer
M.Tech,Computer Science,6.93,90.2,82.8,"Python, Machine Learning, SQL",3,Data Scientist
BBA,Marketing,7.45,65.2,66.5,"Roadmapping, Product Strategy, Agile",0,Product Manager
MBA,Business Administration,6.42,87.6,78.8,"Recruiting, Onboarding, Employee Relations, Talent Acquisition, Communication",8,HR Manager
MCA,Information Technology,8.18,72.5,70.7,"SQL, PostgreSQL, REST APIs, Python, Docker",7,Backend Developer
M.Tech,Information Technology,8.44,91.2,73.5,"C#, Python, C++, Git, System Design, Go, Java, Algorithms",2,Software Engineer
M.Tech,Computer Science,9.42,74.5,95.2,"Node.js, GraphQL, REST APIs, MongoDB",8,Backend Developer
BBA,Marketing,9.26,71.9,73.3,"Market Research, Product Strategy, Scrum, Stakeholder Management, Agile, Roadmapping, Jira",4,Product Manager
B.Tech,Business Administration,6.38,83.2,65.7,"Market Research, Roadmapping, Stakeholder Management, Scrum, Agile",1,Product Manager
BBA,Marketing,8.13,79.7,73.8,"Copywriting, Content Strategy, SEO, Google Analytics, Social Media",4,Marketing Specialist
M.Tech,Computer Science,7.27,71.5,92.2,"Algorithms, Data Structures, System Design, Git",5,Software Engineer
MBA,Marketing,7.44,90.1,78.8,"Digital Marketing, Social Media, Copywriting, Google Analytics, SEO",1,Marketing Specialist
M.Tech,Information Technology,6.24,65.4,96.6,"Docker, Linux, CI/CD, Kubernetes",6,DevOps Engineer
B.Tech,CS,7.49,74.2,75.6,"Prototyping, Adobe XD, Wireframing, UI/UX, Figma",9,UX Designer
B.Com,Accounting,7.16,92.9,86.0,"Tally, Advanced Excel, Accounting, Auditing, GST, Finance",11,Accountant
MCA,Computer Science,6.19,89.0,67.7,"Go, Rust, Algorithms, C#, C++, Python",8,Software Engineer
MBA,Finance,8.87,78.3,95.5,"SQL, Process Improvement, Tableau, Power BI, Market Research",2,Business Analyst
B.Sc,Design,7.97,85.1,66.1,"Next.js, Angular, TypeScript",0,Frontend Developer
BBA,Marketing,6.16,80.0,92.8,"Agile, Product Strategy, Roadmapping, Jira, Scrum, Stakeholder Management, Market Research",8,Product Manager
B.Tech,Information Technology,7.28,66.2,88.3,"REST APIs, GraphQL, Django, Python",7,Backend Developer
MCA,Electronics,6.08,78.4,88.1,"Docker, Jenkins, AWS, CI/CD, Terraform, Kubernetes, Linux",9,DevOps Engineer
MBA,Finance,8.95,85.3,90.4,"Market Research, Stakeholder Management, Jira, Scrum",9,Product Manager
B.Tech,Finance,7.47,89.8,83.9,"Tableau, Market Research, Power BI, SQL, Data Visualization",3,Business Analyst
M.Tech,Computer Science,9.04,86.0,93.0,"Linux, Terraform, Jenkins, CI/CD, Docker, AWS, Kubernetes",11,DevOps Engineer
M.Tech,Computer Science,7.0,93.3,78.9,"Jenkins, AWS, CI/CD, Terraform",13,DevOps Engineer
M.Tech,AI,7.53,70.4,95.7,"Git, Java, System Design, Python, C++, Data Structures, Go, Rust",15,Software Engineer
M.Sc,Data Science,9.54,81.2,83.5,"NumPy, Data Analysis, TensorFlow, Machine Learning, Scikit-Learn, Pandas, Deep Learning",6,Data Scientist
BCA,Computer Science,9.12,75.2,73.7,"CSS, Tailwind, Angular, HTML, Vue, React",6,Frontend Developer
M.Com,Accounting,9.7,67.9,90.4,"Tally, Finance, Auditing",5,Accountant
M.Tech,Electronics,6.1,77.6,70.9,"Terraform, AWS, Jenkins, Kubernetes, Docker, CI/CD, Linux",6,DevOps Engineer
BBA,Human Resources,8.02,96.6,74.0,"Onboarding, Communication, Talent Acquisition",8,HR Manager
BA,Business Administration,7.77,82.8,78.7,"Employee Relations, Recruiting, Onboarding, Talent Acquisition, Communication",8,HR Manager
M.Sc,Computer Science,8.01,93.5,90.0,"NLP, Pandas, SQL, Machine Learning, Data Analysis, Scikit-Learn",0,Data Scientist
M.Tech,AI,6.76,79.8,66.5,"Rust, C#, C++, Go, Java",1,Software Engineer
B.Com,Finance,7.95,82.8,82.1,"GST, Accounting, Advanced Excel, Finance, Auditing, Tally",1,Accountant
BBA,Economics,6.66,93.7,74.8,"Social Media, Content Strategy, Google Analytics, Digital Marketing",4,Marketing Specialist
BBA,Human Resources,8.44,80.4,74.1,"Recruiting, Talent Acquisition, Communication, Employee Relations, Onboarding",1,HR Manager
B.Tech,Information Technology,7.49,65.5,66.1,"FastAPI, Node.js, GraphQL, Django, Docker, SQL, REST APIs",2,Backend Developer
M.Tech,Computer Science,9.78,78.9,87.2,"Statistics, Python, Data Analysis",5,Data Scientist
B.Tech,Information Technology,6.31,65.4,89.6,"CI/CD, Terraform, Docker, Kubernetes, Linux, Jenkins, AWS",12,DevOps Engineer
B.Tech,Business Administration,8.23,96.0,70.2,"Tableau, Power BI, Process Improvement, SQL, Data Visualization",3,Business Analyst
BA,Marketing,8.17,78.4,91.9,"Content Strategy, Social Media, Digital Marketing",11,Marketing Specialist
M.Tech,Computer Science,6.92,75.5,92.9,"NLP, Statistics, Python, Data Analysis, Deep Learning, NumPy",5,Data Scientist
MCA,Artificial Intelligence,8.66,91.9,91.1,"Deep Learning, Pandas, TensorFlow, Machine Learning",5,Data Scientist
BBA,Business Administration,9.79,73.2,77.2,"Process Improvement, Power BI, Tableau, Data Visualization, SQL, Market Research",11,Business Analyst
BCA,Computer Science,7.45,91.6,84.9,"Java, SQL, GraphQL, Python",9,Backend Developer
BBA,Business Administration,9.68,93.2,87.0,"Recruiting, Employee Relations, Talent Acquisition, Onboarding, Communication",2,HR Manager
B.Tech,Business Administration,6.63,78.6,85.5,"Agile, Product Strategy, Jira, Market Research, Roadmapping",0,Product Manager
BCA,Information Technology,6.67,94.5,77.4,"Docker, Django, GraphQL",9,Backend Developer
MBA,Accounting,9.29,78.2,82.0,"Auditing, Finance, Tally, Accounting, Advanced Excel, GST",8,Accountant
BBA,Economics,6.19,96.3,91.6,"SEO, Digital Marketing, Copywriting, Google Analytics, Content Strategy, Social Media",9,Marketing Specialist
B.Sc,Information Technology,6.59,69.2,65.3,"User Testing, Design Systems, UI/UX, Figma",0,UX Designer
MCA,Information Technology,9.19,88.9,96.1,"Git, System Design, C#",5,Software Engineer
B.Tech,Business Administration,6.83,68.9,71.7,"Power BI, Market Research, Data Visualization",12,Business Analyst
M.Com,Finance,6.13,85.2,79.3,"Auditing, Finance, Advanced Excel, Accounting",5,Accountant
MBA,Finance,7.25,97.0,86.4,"Process Improvement, Tableau, Power BI, Data Visualization",9,Business Analyst
MBA,Marketing,7.63,96.1,68.4,"Roadmapping, Product Strategy, Market Research, Jira",9,Product Manager
M.Com,Accounting,6.32,86.7,73.1,"Finance, Accounting, GST, Tally, Auditing, Advanced Excel",0,Accountant
B.Com,Economics,9.72,70.0,90.2,"Social Media, Google Analytics, Digital Marketing",11,Marketing Specialist
MBA,Business Administration,8.7,75.5,96.8,"Tableau, Power BI, SQL, Process Improvement, Data Visualization",4,Business Analyst
BA,Economics,7.86,71.5,70.6,"SEO, Copywriting, Google Analytics",7,Marketing Specialist
B.Tech,Computer Science,8.24,82.0,71.4,"CSS, JavaScript, HTML, Next.js, Tailwind, TypeScript",7,Frontend Developer
M.Tech,Artificial Intelligence,8.96,81.3,65.8,"Data Analysis, Pandas, NumPy, TensorFlow, Deep Learning, SQL, NLP, Python",9,Data Scientist
MCA,Computer Science,6.29,90.0,67.4,"Node.js, Python, Docker, GraphQL, Java",11,Backend Developer
PhD,Artificial Intelligence,9.28,84.6,67.6,"Statistics, SQL, Data Analysis",5,Data Scientist
MCA,Information Technology,9.02,81.8,76.4,"Django, Node.js, PostgreSQL",12,Backend Developer
B.Tech,Information Technology,8.29,68.9,78.1,"Algorithms, Rust, System Design, Data Structures, C#, C++",10,Software Engineer
B.Com,Marketing,9.39,91.4,88.7,"Digital Marketing, SEO, Content Strategy",5,Marketing Specialist
B.Tech,Electronics,6.31,82.8,87.5,"AWS, Docker, Linux, Terraform, Jenkins",9,DevOps Engineer
BCA,Computer Science,8.6,74.2,97.1,"Python, SQL, PostgreSQL, REST APIs, GraphQL, MongoDB, Docker, Django",11,Backend Developer
M.Sc,Computer Science,6.34,94.7,74.3,"Python, Data Analysis, Deep Learning, Scikit-Learn, Machine Learning, Pandas, NumPy",6,Data Scientist
B.Com,Accounting,9.54,85.0,80.5,"Tally, GST, Advanced Excel, Accounting, Finance, Auditing",4,Accountant
PhD,Computer Science,7.92,96.8,83.4,"Deep Learning, Statistics, Python",0,Data Scientist
B.Com,Accounting,6.3,71.6,93.3,"Auditing, Accounting, Finance, GST, Tally, Advanced Excel",2,Accountant
